ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:46:51.78Z hisSize:51917 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b7e-192811d1 "Site B Room 4 Living" lorawanPoint his id:@p:linkEdge:r:2d997a3d-7836afaf "Site B Room 4 Living AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T02:45:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"°C" sensor cur amSensorRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" curStatus:"ok" point curVal:25.2°C disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d997a3d-8ce770dd "4 Living AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" temp hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" floorRef:@p:linkEdge:r:2d996b5e-526d9983 "p:linkEdge:r:2d996b5e-526d9983" amSensorAM307ModelId:"_amSensorAM307_point:temperature"
2025-01-20T16:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-20T16:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-20T16:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-20T16:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-20T17:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-20T17:01:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T17:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T17:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T17:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T17:50:21+02:00 Bucharest,23.700000762939453°C
2025-01-20T18:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-20T18:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-20T18:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-20T18:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-20T18:50:20+02:00 Bucharest,23.899999618530273°C
2025-01-20T19:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T19:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T19:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T19:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T20:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T20:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T20:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-20T20:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-20T21:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-20T21:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-20T21:20:17+02:00 Bucharest,23.700000762939453°C
2025-01-20T21:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-20T21:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-20T22:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-20T22:10:16+02:00 Bucharest,23.5°C
2025-01-20T22:15:00+02:00 Bucharest,23.5°C
2025-01-20T22:30:00+02:00 Bucharest,23.5°C
2025-01-20T22:31:00+02:00 Bucharest,23.299999237060547°C
2025-01-20T22:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-20T23:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-20T23:10:15+02:00 Bucharest,23.100000381469727°C
2025-01-20T23:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-20T23:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-20T23:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-21T00:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-21T00:01:00+02:00 Bucharest,23.399999618530273°C
2025-01-21T00:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-21T00:20:14+02:00 Bucharest,23.600000381469727°C
2025-01-21T00:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T00:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-21T01:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-21T01:01:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T01:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T01:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T01:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T02:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T02:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T02:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T02:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T03:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T03:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T03:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T03:31:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T03:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T03:50:10+02:00 Bucharest,23.5°C
2025-01-21T04:00:00+02:00 Bucharest,23.5°C
2025-01-21T04:15:00+02:00 Bucharest,23.5°C
2025-01-21T04:20:10+02:00 Bucharest,23.399999618530273°C
2025-01-21T04:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-21T04:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-21T05:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-21T05:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-21T05:20:08+02:00 Bucharest,23.200000762939453°C
2025-01-21T05:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-21T05:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-21T05:50:08+02:00 Bucharest,23.299999237060547°C
2025-01-21T06:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-21T06:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-21T06:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-21T06:40:07+02:00 Bucharest,23.799999237060547°C
2025-01-21T06:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T07:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T07:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T07:20:06+02:00 Bucharest,24°C
2025-01-21T07:30:00+02:00 Bucharest,24°C
2025-01-21T07:45:00+02:00 Bucharest,24°C
2025-01-21T08:00:00+02:00 Bucharest,24°C
2025-01-21T08:15:00+02:00 Bucharest,24°C
2025-01-21T08:30:00+02:00 Bucharest,24°C
2025-01-21T08:45:00+02:00 Bucharest,24°C
2025-01-21T09:00:00+02:00 Bucharest,24°C
2025-01-21T09:10:04+02:00 Bucharest,23.899999618530273°C
2025-01-21T09:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T09:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T09:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T10:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T10:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T10:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-21T10:31:00+02:00 Bucharest,23.700000762939453°C
2025-01-21T10:40:03+02:00 Bucharest,23.799999237060547°C
2025-01-21T10:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T11:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T11:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T11:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T11:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T12:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T12:01:00+02:00 Bucharest,23.700000762939453°C
2025-01-21T12:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-21T12:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-21T12:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T13:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T13:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T13:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T13:31:00+02:00 Bucharest,23.5°C
2025-01-21T13:45:00+02:00 Bucharest,23.5°C
2025-01-21T13:59:59+02:00 Bucharest,23.399999618530273°C
2025-01-21T14:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-21T14:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-21T14:29:59+02:00 Bucharest,23.200000762939453°C
2025-01-21T14:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-21T14:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-21T15:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-21T15:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-21T15:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-21T15:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-21T15:49:57+02:00 Bucharest,23.5°C
2025-01-21T15:59:57+02:00 Bucharest,23.600000381469727°C
2025-01-21T16:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T16:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T16:29:57+02:00 Bucharest,24.100000381469727°C
2025-01-21T16:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-21T16:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-21T16:59:56+02:00 Bucharest,24.399999618530273°C
2025-01-21T17:00:00+02:00 Bucharest,24.399999618530273°C
2025-01-21T17:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-21T17:19:56+02:00 Bucharest,24.5°C
2025-01-21T17:29:56+02:00 Bucharest,24.600000381469727°C
2025-01-21T17:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-21T17:45:00+02:00 Bucharest,24.700000762939453°C
2025-01-21T18:00:00+02:00 Bucharest,24.600000381469727°C
2025-01-21T18:15:00+02:00 Bucharest,24.600000381469727°C
2025-01-21T18:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-21T18:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-21T18:59:54+02:00 Bucharest,24.399999618530273°C
2025-01-21T19:00:00+02:00 Bucharest,24.399999618530273°C
2025-01-21T19:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-21T19:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-21T19:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-21T19:59:53+02:00 Bucharest,24.200000762939453°C
2025-01-21T20:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-21T20:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-21T20:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-21T20:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-21T21:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-21T21:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-21T21:29:51+02:00 Bucharest,24°C
2025-01-21T21:30:00+02:00 Bucharest,24°C
2025-01-21T21:45:00+02:00 Bucharest,24°C
2025-01-21T22:00:00+02:00 Bucharest,24°C
2025-01-21T22:15:00+02:00 Bucharest,24°C
2025-01-21T22:19:51+02:00 Bucharest,23.899999618530273°C
2025-01-21T22:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T22:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-21T22:49:50+02:00 Bucharest,23.700000762939453°C
2025-01-21T23:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T23:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T23:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T23:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-21T23:49:49+02:00 Bucharest,23.399999618530273°C
2025-01-22T00:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-22T00:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-22T00:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-22T00:39:48+02:00 Bucharest,23.200000762939453°C
2025-01-22T00:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-22T01:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-22T01:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-22T01:19:47+02:00 Bucharest,23.399999618530273°C
2025-01-22T01:29:47+02:00 Bucharest,23.600000381469727°C
2025-01-22T01:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-22T01:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-22T02:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-22T02:09:46+02:00 Bucharest,23.899999618530273°C
2025-01-22T02:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-22T02:19:46+02:00 Bucharest,24°C
2025-01-22T02:30:00+02:00 Bucharest,24°C
2025-01-22T02:39:46+02:00 Bucharest,24.200000762939453°C
2025-01-22T02:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T03:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T03:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T03:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T03:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T04:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T04:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T04:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T04:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T04:59:44+02:00 Bucharest,24°C
2025-01-22T05:00:00+02:00 Bucharest,24°C
2025-01-22T05:09:43+02:00 Bucharest,23.899999618530273°C
2025-01-22T05:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-22T05:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-22T05:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-22T05:49:43+02:00 Bucharest,23.700000762939453°C
2025-01-22T06:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-22T06:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-22T06:29:42+02:00 Bucharest,23.5°C
2025-01-22T06:30:00+02:00 Bucharest,23.5°C
2025-01-22T06:45:00+02:00 Bucharest,23.5°C
2025-01-22T06:49:41+02:00 Bucharest,23.399999618530273°C
2025-01-22T07:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-22T07:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-22T07:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-22T07:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-22T07:49:41+02:00 Bucharest,23.200000762939453°C
2025-01-22T08:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-22T08:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-22T08:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-22T08:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-22T08:49:39+02:00 Bucharest,23.299999237060547°C
2025-01-22T09:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-22T09:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-22T09:19:42+02:00 Bucharest,23.600000381469727°C
2025-01-22T09:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-22T09:39:39+02:00 Bucharest,23.799999237060547°C
2025-01-22T09:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-22T10:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-22T10:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-22T10:29:38+02:00 Bucharest,24°C
2025-01-22T10:30:00+02:00 Bucharest,24°C
2025-01-22T10:39:37+02:00 Bucharest,24.100000381469727°C
2025-01-22T10:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T11:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T11:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T11:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T11:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T12:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T12:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-22T12:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T12:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T12:49:35+02:00 Bucharest,24°C
2025-01-22T13:00:00+02:00 Bucharest,24°C
2025-01-22T13:15:00+02:00 Bucharest,24°C
2025-01-22T13:29:34+02:00 Bucharest,23.799999237060547°C
2025-01-22T13:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-22T13:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-22T13:59:34+02:00 Bucharest,24°C
2025-01-22T14:00:00+02:00 Bucharest,24°C
2025-01-22T14:15:00+02:00 Bucharest,24°C
2025-01-22T14:29:33+02:00 Bucharest,24.100000381469727°C
2025-01-22T14:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T14:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T15:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T15:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T15:29:32+02:00 Bucharest,23.899999618530273°C
2025-01-22T15:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-22T15:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-22T15:49:32+02:00 Bucharest,24°C
2025-01-22T16:00:00+02:00 Bucharest,24°C
2025-01-22T16:15:00+02:00 Bucharest,24°C
2025-01-22T16:30:00+02:00 Bucharest,24°C
2025-01-22T16:45:00+02:00 Bucharest,24°C
2025-01-22T17:00:00+02:00 Bucharest,24°C
2025-01-22T17:15:00+02:00 Bucharest,24°C
2025-01-22T17:30:00+02:00 Bucharest,24°C
2025-01-22T17:39:30+02:00 Bucharest,23.799999237060547°C
2025-01-22T17:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-22T18:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-22T18:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-22T18:19:29+02:00 Bucharest,24°C
2025-01-22T18:30:00+02:00 Bucharest,24°C
2025-01-22T18:39:29+02:00 Bucharest,23.899999618530273°C
2025-01-22T18:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-22T18:49:29+02:00 Bucharest,24°C
2025-01-22T19:00:00+02:00 Bucharest,24°C
2025-01-22T19:15:00+02:00 Bucharest,24°C
2025-01-22T19:30:00+02:00 Bucharest,24°C
2025-01-22T19:45:00+02:00 Bucharest,24°C
2025-01-22T19:59:28+02:00 Bucharest,23.700000762939453°C
2025-01-22T20:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-22T20:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-22T20:29:27+02:00 Bucharest,23.5°C
2025-01-22T20:30:00+02:00 Bucharest,23.5°C
2025-01-22T20:45:00+02:00 Bucharest,23.5°C
2025-01-22T20:49:27+02:00 Bucharest,23.399999618530273°C
2025-01-22T21:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-22T21:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-22T21:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-22T21:39:26+02:00 Bucharest,23.5°C
2025-01-22T21:45:00+02:00 Bucharest,23.5°C
2025-01-22T22:00:00+02:00 Bucharest,23.5°C
2025-01-22T22:15:00+02:00 Bucharest,23.5°C
2025-01-22T22:19:25+02:00 Bucharest,23.799999237060547°C
2025-01-22T22:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-22T22:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-22T22:49:25+02:00 Bucharest,24°C
2025-01-22T22:59:24+02:00 Bucharest,24.100000381469727°C
2025-01-22T23:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T23:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T23:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-22T23:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-23T00:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-23T00:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-23T00:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T00:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T00:59:22+02:00 Bucharest,24°C
2025-01-23T01:00:00+02:00 Bucharest,24°C
2025-01-23T01:15:00+02:00 Bucharest,24°C
2025-01-23T01:29:22+02:00 Bucharest,23.899999618530273°C
2025-01-23T01:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-23T01:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-23T02:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-23T02:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-23T02:29:21+02:00 Bucharest,23.5°C
2025-01-23T02:30:00+02:00 Bucharest,23.5°C
2025-01-23T02:45:00+02:00 Bucharest,23.5°C
2025-01-23T02:49:20+02:00 Bucharest,23.399999618530273°C
2025-01-23T03:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-23T03:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-23T03:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-23T03:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-23T04:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-23T04:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-23T04:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-23T04:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-23T04:49:18+02:00 Bucharest,23.600000381469727°C
2025-01-23T05:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-23T05:09:18+02:00 Bucharest,23.799999237060547°C
2025-01-23T05:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-23T05:29:17+02:00 Bucharest,24°C
2025-01-23T05:30:00+02:00 Bucharest,24°C
2025-01-23T05:45:00+02:00 Bucharest,24°C
2025-01-23T05:49:17+02:00 Bucharest,24.100000381469727°C
2025-01-23T06:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T06:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T06:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T06:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T07:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T07:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T07:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T07:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T07:59:15+02:00 Bucharest,23.899999618530273°C
2025-01-23T08:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-23T08:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-23T08:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-23T08:39:14+02:00 Bucharest,23.700000762939453°C
2025-01-23T08:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-23T09:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-23T09:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-23T09:29:13+02:00 Bucharest,23.5°C
2025-01-23T09:30:00+02:00 Bucharest,23.5°C
2025-01-23T09:45:00+02:00 Bucharest,23.5°C
2025-01-23T10:00:00+02:00 Bucharest,23.5°C
2025-01-23T10:09:13+02:00 Bucharest,23.299999237060547°C
2025-01-23T10:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-23T10:29:12+02:00 Bucharest,23.200000762939453°C
2025-01-23T10:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-23T10:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-23T11:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-23T11:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-23T11:19:11+02:00 Bucharest,23.299999237060547°C
2025-01-23T11:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-23T11:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-23T12:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-23T12:09:10+02:00 Bucharest,23.799999237060547°C
2025-01-23T12:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-23T12:29:10+02:00 Bucharest,24°C
2025-01-23T12:30:00+02:00 Bucharest,24°C
2025-01-23T12:45:00+02:00 Bucharest,24°C
2025-01-23T12:59:10+02:00 Bucharest,24.100000381469727°C
2025-01-23T13:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T13:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T13:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T13:39:09+02:00 Bucharest,24.399999618530273°C
2025-01-23T13:45:00+02:00 Bucharest,24.399999618530273°C
2025-01-23T13:59:09+02:00 Bucharest,24.5°C
2025-01-23T14:00:00+02:00 Bucharest,24.5°C
2025-01-23T14:15:00+02:00 Bucharest,24.5°C
2025-01-23T14:19:08+02:00 Bucharest,24.600000381469727°C
2025-01-23T14:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-23T14:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-23T15:00:00+02:00 Bucharest,24.600000381469727°C
2025-01-23T15:15:00+02:00 Bucharest,24.600000381469727°C
2025-01-23T15:29:07+02:00 Bucharest,24.5°C
2025-01-23T15:30:00+02:00 Bucharest,24.5°C
2025-01-23T15:45:00+02:00 Bucharest,24.5°C
2025-01-23T15:49:07+02:00 Bucharest,24.399999618530273°C
2025-01-23T16:00:00+02:00 Bucharest,24.399999618530273°C
2025-01-23T16:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-23T16:29:06+02:00 Bucharest,24.100000381469727°C
2025-01-23T16:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T16:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-23T16:59:05+02:00 Bucharest,24°C
2025-01-23T17:00:00+02:00 Bucharest,24°C
2025-01-23T17:09:05+02:00 Bucharest,23.899999618530273°C
2025-01-23T17:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-23T17:29:05+02:00 Bucharest,23.700000762939453°C
2025-01-23T17:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-23T17:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-23T17:59:04+02:00 Bucharest,23.5°C
2025-01-23T18:00:00+02:00 Bucharest,23.5°C
2025-01-23T18:15:00+02:00 Bucharest,23.5°C
2025-01-23T18:29:04+02:00 Bucharest,23.399999618530273°C
2025-01-23T18:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-23T18:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-23T19:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-23T19:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-23T19:19:03+02:00 Bucharest,23.5°C
2025-01-23T19:30:00+02:00 Bucharest,23.5°C
2025-01-23T19:45:00+02:00 Bucharest,23.5°C
2025-01-23T19:49:02+02:00 Bucharest,23.600000381469727°C
2025-01-23T20:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-23T20:15:00+02:00 Bucharest,23.600000381469727°C
